long,lat
-105.87,39.87
-120.9,41.45
-119.38,38.08
-78.6,45.4
-116.45,52
-71,-37.83
-71.25,-39.33
146,-42
-119.0166999,37.61669986
-105.9833001,36.61669986
-105.5666999,37.55
108.45,11.96669986
-0.683300141,40.35
-0.4,42.31669986
12.1,49.01669986
12.1,49.01669986
12.1,49.01669986
12.1,49.01669986
12.1,49.01669986
12.1,49.01669986
7.916699859,47.33330014
6.566699859,46.88330014
-132.3166999,56.43330014
90.68330014,27.7
90.96669986,27.41669986
89.75,27.91669986
-65.91669986,48.53330014
-103.8666999,64.03330014
101.9166999,31.78330014
100.0833001,29.28330014
100.2666999,30.23330014
88.01669986,43.8
-106.23,39.85
-106.98,39.72
111.2,-7.866699859
111.7166999,-7.5
94.58330014,49.5
90.83330014,54.2
101.9,72.45
103.2666999,70.36669986
-112.7333001,47.91669986
-76.21669986,41.46669986
-84,36.2
-110.6666999,39.81669986
-109.8,37.93330014
-108.7166999,44.18330014
72.58330014,40.16669986
12.1,49.01669986
12.1,49.01669986
12.15,48.53330014
12.8,48.81669986
12.68330014,48.96669986
12.1,49.01669986
12.56669986,48.88330014
10.41669986,49.88330014
-149.3,64.16669986
-70.75,-38.63
-71.04359988,-39.54629954
-71.32070006,-39.09509958
-114.98,51.13
-128.2666999,62.03330014
-116.2166999,51.35
24.05,68.22
-84.31,34.46
42.75,41.58330014
174.7666999,-36.98330014
174.75,-36.85
174.7666999,-36.85
-73.8,40.96
20.03330014,49.25
25.46669986,47.45
84.61669986,50.41669986
20.1,67.9
-98.145,30.48
8.6,46.35
8.521400121,47.59939952
8.51,46.06
8.2,46.45
9.274200362,47.58280024
9.274200362,47.58280024
7.716699859,46.3
8.318599879,47.39029974
-91.25,35.55
-111.67,35.5
-147.6690002,64.9995001
-119.15,37.95
-120.5666999,42.03330014
97.78529974,37.44970026
110.08,34.46529974
-90.91669986,41.43330014
78.16669986,31.36669986
78.96029974,42.41389962
-91.08,37.14
-91.1,37.1
-92.2,38.75
-120.8833001,43.16669986
74.03330014,35.16669986
71.73330014,35.9
74.58330014,35.03330014
87.83330014,50.3
87.48330014,50.48330014
104.1,21.66669986
-92.875,45.6830004
-88.35,45.21669986
-88.43330014,45.35
-128.8443995,60.525
-133.4,59.6
-85.35,10.2
-139.3511004,59.54169986
-139.3502997,59.55920036
-136.4692004,59.55439952
-121.85,37.55
-116.2833001,50.58330014
-116.3333001,50.5
-116.1333001,51.05
-116.0833001,49.56669986
-61.75,57.5
-142.72,61.33
105.17,72.5
-114.0666999,49.06669986
-115.45,49.83330014
-118.0666999,52.91669986
-116.5166999,51.7
-122.75,55.93330014
97.75,37.25
31.2,29.8
9.066600282,51.15
7.233300141,50.65
7.216699859,50.68330014
6.316699859,50.65
6.316699859,50.65
6.466699859,50.58330014
6.416699859,50.91669986
8.016699859,51.1
8.116699859,51.43330014
20.08330014,49.23330014
20.08330014,49.23330014
20.03330014,49.23330014
20.01669986,49.15
-111.4277982,41.39090022
-111.3333001,40.14169986
-80.98330014,37.51669986
-110.5,44.7
8.83,46.54
7.833300141,46.45
7.66190002,46.94939952
6.866699859,47.1975005
7.15,46.2
9.870799638,46.5025005
6.924700262,46.78439952
7.216699859,46.15
7.214399517,46.48190002
7.19,46.17
7.749200362,46.73970026
8.558899618,47.25160028
-71.7,-40.88330014
-72.88330014,-49.38330014
-71.53330014,-40.68330014
-82.71669986,35.28330014
-79.78330014,38.61669986
-110.8166999,46.08330014
-110.8166999,46.08330014
112.2333001,33.73330014
14.7,48.66669986
-106.645,36.2819996
-125.19,51.63
-125.31,51.61
-133.4,68.26669986
-134.5833001,68.43330014
-133.6833001,68.58330014
10.47420036,46.17610038
10.66079964,46.25859988
10.60280024,46.23889962
-94.59,33.83
-110.5026997,43.63920036
-78.42,35.97
18.33,49.83
9.08,48.57
9.08,48.57
-104.73,55.63
-102.97,56.5
12,46
13,41.33
-117.55,33.73
-67.83,-54.68
-67.87,-54.65
-67.8,-54.5
-68.47,-54.78
77.23,31.2
77.23,31.2
-0.88,53.63
-121.65,45.32
-113.85,37.58
-122.17,42.97
-109.3,31.85
11.07,60.37
-117.17,49.78
-107.7,41.3
25.87,68.67
-123.43,47.97
-110.78,32.45
24.2,68
-7.25,52.65
-106.23,41.37
-122.2,46.17
-118.05,48.98
-123.28,47.85
-116.47,47.63
-121.63,48.13
-118.48,48.77
-115.9,47.53
-122.87,40.03
-123.57,42
-94.15,36.1
-90.9,48.22
-74.08,41.42
-79.7,39.83
-110.8,41.87
-81.82,36.07
-68.15,44.42
-68.15,44.42
-83.18,35.08
-89.3,46.2
-68.28,45.5
-78.75,45.17
-71.88,46.63
-78.52,39.83
-162.25,65.22
-162.18,65.08
-107.82,37
-108.35,35.03
-108.35,35.03
-110.85,37.02
-107.25,35.58
-106.63,35.7
-107.32,36.68
-111.53,35.38
-108.13,35.6
-109.35,36.1
-106.32,34.77
-110.53,36.68
-111.68,35.43
-88.98,37.53
-88.17,39.42
-93.88,42
-90.5,37.5
-91.13,42.7
-84.08,36.22
-91.25,43.18
31.38,62.93
-93.63,35.23
-120.17,48.58
-113.95,44.97
-118.17,37.4
-72.6,42.53
11.47,47.22
-2.13,40.3
-118.92,36.95
-123.05,47.98
-105.43,40.05
-108.23,33.38
-109.32,33.8
-105.13,40.53
-118.17,37.43
-105.8,40.42
-108.02,32.95
-105.58,39.63
-105.83,40.33
-109.33,32
-111.5,34.72
-118.22,37.37
-118.62,36.45
-110.55,32.2
-109.88,32.7
-109.92,32.7
-105.5,37.78
-78.6,45.42
-68.58,45.73
-110,40.78
-110.07,43.08
0.81570006,52.20459968
-1.5,53.5
-3.83,51
-70.7,-34.92
-122.97,39.67
-118.8,43.98
-119.08,37.28
-118.18,36.03
-71.17,-39.22
-71.37,-39.6
-120.57,41.15
-118.28,35.43
-122.68,39.43
150.27,69.12
75.92,34.25
-113.15,46.28
75.53,34.58
-94.17,34.25
-93.63,34.63
-76.55,56.17
-115.92,67.23
-140.72,61.9
100.2,50.77
105.17,72.5
-142.33,62.57
107.45,47.9
5.33,51.72
4.47,52.18
5.52,51.75
-145.47,60.52
-145.37,62.28
132.3,34.3
-64.33,-54.83
-159.62,67.07
-119.28,37.87
-118.75,36.57
-118.75,36.57
-118.82,36.55
-119.73,37.78
-119.58,37.83
18.73,69.53
-72.07,49.08
85.07,28.03
85.07,28.03
87.17,27.45
83.42,28.23
86.2,27.43
86.2,27.43
87.95,27.63
82.07,29.28
85.27,28.12
39.28,40.57
29,41
24.88,41.67
-87.25,31.02
-104.97,38.77
-70.85,-38.1
115.65,-32
146.55,-42.67
145.42,-41.78
-70.75,-38.63
148,-41.18
-91.9,43.4
18.7,59.2
-147.78,63.25
-163.67,64.92
-114.67,51.17
5.83,52.25
6.17,51.92
6.17,51.92
-103.68,44.48
-103.35,43.75
-103.68,44.33
-111.6,58.9
-111.3,58.6
-96.47,42.55
15.33,67.6
29,61.92
30.8,66.27
29.17,61.67
30.2,64.95
-70.85,42.77
-4.17,51.42
167.48,-45.25
171.7,-43.08
171.72,-43.08
171.58,-43.08
-106.3,35.87
-105.15,55.12
-126.35,50.22
-123.25,47.92
-122,42.83
-122,42.83
-120.65,48.73
-120.63,48.75
-120.63,48.75
-121,47.83
-121.83,44.67
-117.02,34.15
-121.33,48.67
-121.33,48.67
-1.22,52.82
0.37,47.23
-4.83,54.88
-77.3,38.63
41.98,40.55
-0.48,40.57
-2.95,37.82
9.28,52.18
9.03,52.32
137.25,65.8
-0.67,40.38
-89.05,50.3
9.68,46.8
165.42,66.22
-122.5,54.5
-105.37,40
32.68,34.98
7.18,46.13
59.55,60.57
-77.85,52.03
-82.9,52.02
15.92,38.17
80.18,68.25
18.63,43.75
15.5,63.5
153.97,61.17
153.97,61.17
84.5,69.12
72.87,65.38
84.98,50.65
31.03,64.53
103.52,70.27
103.52,70.27
23.88,60.67
7.4,47.03
7.4,47.03
7.82,46.43
-111.63,62.73
7.8,47.15
151.95,61.28
169,64.83
14.03,41.78
-145.25,61.33
71.67,66.22
-105.5,39.98
101.75,72.45
0.73,42.97
25.48,62.85
7.83,47.25
26.52,64.55
76.43,41.67
151.72,63.52
148.28,63.58
56.33,66.22
7.75,47.8
7.62,46.3
114.67,56.33
114.67,56.33
13.75,46.47
-67.12,55.28
7.48,47.02
129.35,62.22
65.75,66.83
-97.2,49.03
-97.17,49.33
-90.48,36.57
-89.05,37.27
-98.47,20.4
-108,28.33
-93.3,36.08
-93.22,35.97
-96.22,36.2
-108.4,30.4
-83.93,35.62
-99.18,30.88
-94.07,30.4
-89.13,32.87
-98.63,34.68
-83.42,35.6
-97.45,29.5
-105.8,32.8
-91.65,37.43
-93.3,35.68
-105.78,34.23
-115.8,39.1
-114.18,37.77
-114.58,41.05
-116.78,39.18
-103.72,41.65
-109.95,40.57
-106.73,42.52
-111,34.38
-106.33,40.92
-106.85,42.35
-108.25,30.13
-108.25,30.17
-112.03,35.75
-105.67,33
-108.5,30.33
-112.1,37.67
-105.7,32.98
-90.9,48.22
-70.45,45.17
-75.83,41.77
-106.62,35.8
-105.47,40.42
-105.37,36.33
-105.28,38.3
-104.95,38.95
-126.7,65.35
-127.48,64.97
-136.28,66.72
-138.32,64.52
5.25,44.17
-114.12,39.27
36.22,35.6
-71.8,-41.15
-71.8,-41.15
-64.53,-22.73
-71.27,-39.28
-71.57,-43.02
-71.22,-42.97
-65.32,-23.92
-65.85,-27.13
-64.58,-24.6
24.47,55.85
25.22,55.67
16,53.5
22.38,54.35
23.65,52.7
16.15,54.1
14.5,53.95
-117.97,45.77
-149.58,60.2
-151.15,59.62
-139.3109998,59.645
-150.58,60.08
11.98,48.97
12.58,48.92
-111.88,36.13
-105.52,40.67
-103.98,36.8
-105.58,40.37
-105.18,40.8
-105.52,40.02
-106.43,38.4
-106.85,40.75
-104.43,39.07
-110.78,32.45
175.43,-39.23
177.2,-38.68
-123.97,46.45
-83.23,35.75
-83.5,35.67
-0.12,40.02
9.4,46.58
8.85,46.98
-121.45,50.7
-116.65,49.62
-117.3,49.97
-117.08,50.23
-119.23,49.17
-118.57,50.57
-120.97,50.2
-118.13,51.17
-117.15,49.43
-154.33,60.48
-154.02,60.65
-104.7,44.58
-121.83,44.13
-121.83,44.18
14.65,57.85
12.42,63.25
16.53,63.98
-93.83,58.62
-93.83,58.62
-93.8,58.62
-111.57,35.23
-93.88,50.38
-95.35,49.2
-93.67,49.68
-94.15,49.18
175.13,-36.2
174.5,-36.82
-81.05,38.05
-118.18,37.52
-118.67,35.91
-122.38,40.25
-122.03,40.09
-97.87,33.45
-118.89,36.55
-119.75,37.09
-122.45,40.28
-82.08,28.3
-114.42,62.42
24.48,55.1
5.465999799,35.0830004
123.0049004,66.21040032
161.3833001,68.75
161.4333001,69.2
-110.6,60.55
-65.52,-33.73
-92.97,32.25
-90.48,36.57
-113.3666999,46.01669986
-114.82,40.55
-79.87,33.8
-110.1666999,39.83330014
-124,48
-105.58,39.63
-105.47,37.72
-105.55,40.32
-106.98,39.72
-116.3980004,52.0480004
-116.2166999,51.35
-117.0833001,52.15
19.6,68.25
145.87,-42.27
177.2,-38.68
175.5,-39.5
172,-42
-107.85,37.21669986
-0.5,41.81669986
-5.933300141,54.21669986
12.03330014,48.93330014
12.1,49.01669986
12.1,49.01669986
12.68330014,48.96669986
6.15,48
14,42
72.58330014,40.16669986
74.93330014,35.9
19.05,49.58330014
-110.4333001,43.61669986
8.1,46.6
7.183300141,46.15
9.483300141,47.2
-146.9833001,61.08330014
-162.3,67.91669986
91.2,27.18330014
89.75,27.98330014
-62.3,57.15
-61.91669986,56.51669986
90.21669986,43.6
-106.8666999,39.65
-108.5,37.2
-106.52,39.95
111.3666999,-7.116699859
115.3833001,-6.866699859
101.8833001,16.9
94.88330014,49.38330014
100.95,46.51669986
160.1666999,55.81669986
-113.3666999,48.48330014
-110.1666999,39.83330014
-110.3330004,39.6
-108.8666999,42.45
74.03330014,36.33330014
74.98330014,35.73330014
6.216699859,47.06669986
8.816699859,46.45
12.56669986,48.88330014
12.4,48.85
12.1,49.01669986
12.56669986,48.88330014
12.56669986,48.88330014
12.1,49.01669986
-146,60.5
-135.5709998,58.3430004
-148.35,60.46669986
-146.9666999,64.48330014
-71.24909978,-39.15230034
147.88,-41.15
-114.1,49.9
-128.3,62
-114.4,49.9
-83.96669986,30.85579964
42.51669986,41.61669986
174.7333001,-36.83330014
174.7666999,-36.85
-73.64,43.7
-73.98,42.19
-73.92,43.43
-73.99,42.82
8.99309998,46.15
8.5,46.07
7.162800241,46.94970026
9.274200362,47.58280024
9.274200362,47.58280024
7.716699859,46.2
9.783300141,46.43330014
147.6662995,64.99970026
-123.8040002,39.3769996
99.29,27.59
99.02,28.04
-120.2833001,39.56669986
98.65939952,37.03809998
130.45,30.33330014
79.0490002,42.20579964
-91.2,37.2
-91.04,37.16
-91.04,37.18
-91.2,37.01
-91.12,37.07
71.73330014,35.9
74.5,35.53330014
74.75,35.5
65.58330014,66.81669986
-103.39,43.8019996
-129.4935999,59.31529974
-127.4666999,54.7
-139.2893995,59.5525005
-139.2919,59.53529974
-134.6833001,60.56669986
-127.2833001,54.81669986
-115.5833001,49.71669986
-61.5,56.92
107.5,47.78
90.83330014,54.2
-115.2,50.95
-119.4833001,53.16669986
-114.0333001,49
-121.5166999,53.75
-71.6,-38.63330014
-71.31669986,-37.46669986
-71.6,-38.61669986
-71.33330014,-38.46669986
8.9,51.15
7.033300141,50.66669986
6.45,50.6
6.483300141,50.6
8.1,50.71669986
6.8,51.03330014
6.833300141,50.78330014
7.716699859,50.96669986
8.133300141,51.43330014
7.566699859,50.78330014
8.583300141,51.88330014
10.48330014,43.3
10.3,43.7
11.76669986,44.08330014
-96.7695001,46.88330014
19.03330014,49.51669986
98.68487829,52.39877188
-1.133300141,42.1
-87.52830014,44.30669986
8.83,46.54
7.436699859,46.26970026
9.9,46.52939952
6.924700262,46.78439952
7.76309998,46.83939952
9.183300141,46.45889962
-71.7,-40.88330014
-71.53330014,-40.68330014
-93.88330014,35.05
-94.05,35.01669986
-94.05,35
-121.8,39.25
-111.7666999,46.76669986
-87.25,39.03330014
-121.95,44.43330014
-80.46669986,37.28330014
-80.28330014,37.28330014
-80.8,37.28330014
-80.93330014,37.96669986
14.13,53.2230004
-126.89,52.28
-126.35,50.22
-129.12,54.47
-124.87,51.24
-125.24,51.48
-134.6666999,68.36669986
-133.85,68.46669986
10.56830014,46.08939952
14.35,41.88330014
-62,56.55
18.35,59.22
14.73,60.45
-7.6,54.33
-1.32,51.05
-79.37,35.15
-68.27,44.37
-68.28,44.42
10.58,49.48
8.5,48.02
-103.83,57.85
-104.53,55.22
9.82,46.77
9.5,47.75
9.5,47.75
-115.5,30.97
-103.62,19.58
-116.6,33.13
-67.42,-54.52
-65.2,-54.83
-67.92,-54.43
79.17,29.77
77.17,31.12
77.23,31.2
-109,35
-109.55,33.97
-114.72,43.87
-123.47,47.98
9.48,59.7
28.13,69.32
-110.13,44.37
-2.77,40.67
-2.63,39.38
-123.25,47.95
-117.7,46.22
-116.63,46.95
-121.05,48.73
-108.8,35.97
-107.07,36.98
-107.07,36.98
-107.32,36.68
-74.57,40.5
-86.1,37.18
-74.18,41.77
-74.18,41.77
-71.38,44.1
-79.33,38.33
-73.75,44.13
-81.27,41.55
111.83,-7.25
-162.15,65.08
-107.83,34.92
-110.5,36.17
-109.37,35.7
-105.57,35.53
-105.57,35.53
-110.65,34.05
-123.07,49.52
-123.03,49.53
171.8,-42.38
173,-43.83
146,-41.58
175.13,-37.07
176,-40.08
177.2,-38.68
175.7,-38.57
175.53,-37.03
-90.72,38.6
-91.57,42.62
-93.68,41.68
-91.5,41.9
-89,41.3
-94.1,42.42
-121.33,47.37
-121.88,46.8
31.3,62.98
31.43,63.02
30.7,62.88
-92.1,35.95
-109.08,44.58
-112.77,44.65
-110.72,45
-116.7,33.68
-147.75,60.43
-105.15,40.53
-95.23,47.18
-95.23,47.18
-105.18,40.8
11.02,46.85
11.02,46.85
-120.55,47.35
-123.23,47.6
-121.42,46.62
-118.22,37.5
-118.22,36.45
-105.27,39.93
-110.42,34.38
-110.55,32.22
-105.28,40.17
-114.32,38.9
-111.67,35.5
-114.82,40.55
-0.17,51.52
-106.67,33.55
-112,37.62
-78.6,45.4
-113.9,35.08
-103.02,36.82
20.37,66.85
20.13,66.78
-152.7,58.05
-2,55
5.75,50.17
-118.88,36.72
-71.02,-37.87
-71.07,-37.8
-119.75,37.75
-120.35,39.32
-71.35,-38.33
12.1,46.63
74.3,35.08
148.13,70.5
-3.92,52.93
75.75,34.5
-93.28,32.55
-97.78,30.5
99.87,48.17
98.93,48.3
100.28,48.15
6.07,50.87
5.68,50.85
4.33,51.83
5.32,51.68
18.45,66.33
-134.9,58.67
-130,57.7
-121.17,46.33
-139.37,59.6
-139.27,61.47
-71.75,-41.25
-119.37,37.88
-118.78,36.57
-118.8,36.62
-119.77,37.75
-118.82,36.55
-118.75,36.57
-121.77,37.63
-119.03,37.73
31.25,58.58
84.18,28.3
87.17,27.45
